Security Code,Record Type,Trade ID,Price ,Quantity ,Trade Type ,Trade Time
1398,T,558,5.19,500000,0,2.01E+13
1398,T,559,5.2,4000,0,2.01E+13
1398,T,560,5.2,18000,0,2.01E+13
1398,T,561,5.2,63000,0,2.01E+13
1398,T,562,5.2,14000,0,2.01E+13
1398,T,563,5.2,3000,0,2.01E+13
1398,T,564,5.19,9000,0,2.01E+13
1398,T,565,5.2,2000,0,2.01E+13
1398,T,566,5.13,278,102,2.01E+13
1398,T,567,5.19,1000,0,2.01E+13
1398,T,568,5.19,9000,0,2.01E+13
1398,T,569,5.2,2000,0,2.01E+13
1398,T,570,5.2,9000,0,2.01E+13
1398,T,571,5.2,2000,0,2.01E+13
1398,T,572,5.2,10000,0,2.01E+13
1398,T,573,5.2,2000,0,2.01E+13
1398,T,574,5.19,32000,0,2.01E+13
1398,T,575,5.19,7000,0,2.01E+13
1398,T,576,5.19,11000,0,2.01E+13
1398,T,577,5.2,2000,0,2.01E+13
1398,T,578,5.2,9000,0,2.01E+13
1398,T,579,5.2,2000,0,2.01E+13
1398,T,580,5.2,5000,0,2.01E+13
1398,T,581,5.19,10000,0,2.01E+13
1398,T,582,5.2,5000,0,2.01E+13
1398,T,583,5.2,2000,0,2.01E+13
1398,T,584,5.195,1000,101,2.01E+13
1398,T,585,5.19,10000,0,2.01E+13
1398,T,586,5.19,10000,0,2.01E+13
1398,T,587,5.19,1000,0,2.01E+13
1398,T,588,5.19,1000,0,2.01E+13
1398,T,589,5.19,10000,0,2.01E+13
1398,T,590,5.19,118000,0,2.01E+13
1398,T,591,5.19,2000,0,2.01E+13
1398,T,592,5.2,30000,0,2.01E+13
1398,T,593,5.2,10000,0,2.01E+13
1398,T,594,5.2,20000,0,2.01E+13
1398,T,595,5.2,10000,0,2.01E+13
1398,T,596,5.195,2000,101,2.01E+13
1398,T,597,5.195,1000,101,2.01E+13
1398,T,598,5.2,1000,0,2.01E+13
1398,T,599,5.2,30000,0,2.01E+13
1398,T,600,5.2,50000,0,2.01E+13
